source_dir,project_slug,owner_repo,case_key,run_id,run_dir,ok,final_status,manifest_present,reported_failed_block,failure_category,failure_subcategory,error_signature,error_excerpt,evidence_source
projects-repo2run,spiritlm,,spiritlm,repo2run-gpt-4o-20241120-spiritlm,projects-repo2run/spiritlm/.pheragent/runs/repo2run-gpt-4o-20241120-spiritlm,False,failed,True,30-python-deps,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,spacy-layout,,spacy-layout,repo2run-gpt-4o-20241120-spacy-layout,projects-repo2run/spacy-layout/.pheragent/runs/repo2run-gpt-4o-20241120-spacy-layout,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,Grimoire,,Grimoire,repo2run-gpt-4o-20241120-grimoire,projects-repo2run/Grimoire/.pheragent/runs/repo2run-gpt-4o-20241120-grimoire,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,minbpe,,minbpe,repo2run-gpt-4o-20241120-minbpe,projects-repo2run/minbpe/.pheragent/runs/repo2run-gpt-4o-20241120-minbpe,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,MultiModalMamba,,MultiModalMamba,repo2run-gpt-4o-20241120-multimodalmamba,projects-repo2run/MultiModalMamba/.pheragent/runs/repo2run-gpt-4o-20241120-multimodalmamba,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,co-op-translator,,co-op-translator,repo2run-gpt-4o-20241120-co-op-translator,projects-repo2run/co-op-translator/.pheragent/runs/repo2run-gpt-4o-20241120-co-op-translator,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,audioseal,,audioseal,repo2run-gpt-4o-20241120-audioseal,projects-repo2run/audioseal/.pheragent/runs/repo2run-gpt-4o-20241120-audioseal,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,infini-transformer,,infini-transformer,repo2run-gpt-4o-20241120-infini-transformer,projects-repo2run/infini-transformer/.pheragent/runs/repo2run-gpt-4o-20241120-infini-transformer,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,mlfz,,mlfz,repo2run-gpt-4o-20241120-mlfz,projects-repo2run/mlfz/.pheragent/runs/repo2run-gpt-4o-20241120-mlfz,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,ReAct,,ReAct,repo2run-gpt-4o-20241120-react,projects-repo2run/ReAct/.pheragent/runs/repo2run-gpt-4o-20241120-react,False,incomplete_missing_manifest,False,30-python-deps,incomplete_or_missing_trace,missing_manifest,manifest unavailable: missing_file,manifest unavailable: missing_file,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,gpustack,,gpustack,repo2run-gpt-4o-20241120-gpustack,projects-repo2run/gpustack/.pheragent/runs/repo2run-gpt-4o-20241120-gpustack,False,failed,True,30-project-dependencies,python_dependency_resolution,project-dependencies,block failed: 30-project-dependencies,block failed: 30-project-dependencies,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,search-agents,,search-agents,repo2run-gpt-4o-20241120-search-agents,projects-repo2run/search-agents/.pheragent/runs/repo2run-gpt-4o-20241120-search-agents,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,tkeasygui-python,,tkeasygui-python,repo2run-gpt-4o-20241120-tkeasygui-python,projects-repo2run/tkeasygui-python/.pheragent/runs/repo2run-gpt-4o-20241120-tkeasygui-python,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,TrustRAG,,TrustRAG,repo2run-gpt-4o-20241120-trustrag,projects-repo2run/TrustRAG/.pheragent/runs/repo2run-gpt-4o-20241120-trustrag,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,fastapi-cli,,fastapi-cli,repo2run-gpt-4o-20241120-fastapi-cli,projects-repo2run/fastapi-cli/.pheragent/runs/repo2run-gpt-4o-20241120-fastapi-cli,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,stream-vc,,stream-vc,repo2run-gpt-4o-20241120-stream-vc,projects-repo2run/stream-vc/.pheragent/runs/repo2run-gpt-4o-20241120-stream-vc,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,access,,access,repo2run-gpt-4o-20241120-access,projects-repo2run/access/.pheragent/runs/repo2run-gpt-4o-20241120-access,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,dsRAG,,dsRAG,repo2run-gpt-4o-20241120-dsrag,projects-repo2run/dsRAG/.pheragent/runs/repo2run-gpt-4o-20241120-dsrag,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,LKAN,,LKAN,repo2run-gpt-4o-20241120-lkan,projects-repo2run/LKAN/.pheragent/runs/repo2run-gpt-4o-20241120-lkan,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,pi-nexus-autonomous-banking-network,,pi-nexus-autonomous-banking-network,repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network,projects-repo2run/pi-nexus-autonomous-banking-network/.pheragent/runs/repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,TransOPT,,TransOPT,repo2run-gpt-4o-20241120-transopt,projects-repo2run/TransOPT/.pheragent/runs/repo2run-gpt-4o-20241120-transopt,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,mamba-tabular,,mamba-tabular,repo2run-gpt-4o-20241120-mamba-tabular,projects-repo2run/mamba-tabular/.pheragent/runs/repo2run-gpt-4o-20241120-mamba-tabular,False,failed,True,50-test-tooling,test_tooling_or_collection,test-tooling,block failed: 50-test-tooling,block failed: 50-test-tooling,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,nerf-on-the-go,,nerf-on-the-go,repo2run-gpt-4o-20241120-nerf-on-the-go,projects-repo2run/nerf-on-the-go/.pheragent/runs/repo2run-gpt-4o-20241120-nerf-on-the-go,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,ComfyUI_omost,,ComfyUI_omost,repo2run-gpt-4o-20241120-comfyui-omost,projects-repo2run/ComfyUI_omost/.pheragent/runs/repo2run-gpt-4o-20241120-comfyui-omost,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,n-levels-of-rag,,n-levels-of-rag,repo2run-gpt-4o-20241120-n-levels-of-rag,projects-repo2run/n-levels-of-rag/.pheragent/runs/repo2run-gpt-4o-20241120-n-levels-of-rag,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,Open-Sora,,Open-Sora,repo2run-gpt-4o-20241120-open-sora,projects-repo2run/Open-Sora/.pheragent/runs/repo2run-gpt-4o-20241120-open-sora,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,fms-fsdp,,fms-fsdp,repo2run-gpt-4o-20241120-fms-fsdp,projects-repo2run/fms-fsdp/.pheragent/runs/repo2run-gpt-4o-20241120-fms-fsdp,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,digital-cousins,,digital-cousins,repo2run-gpt-4o-20241120-digital-cousins,projects-repo2run/digital-cousins/.pheragent/runs/repo2run-gpt-4o-20241120-digital-cousins,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,ragbuilder,,ragbuilder,repo2run-gpt-4o-20241120-ragbuilder,projects-repo2run/ragbuilder/.pheragent/runs/repo2run-gpt-4o-20241120-ragbuilder,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,pocketgroq,,pocketgroq,repo2run-gpt-4o-20241120-pocketgroq,projects-repo2run/pocketgroq/.pheragent/runs/repo2run-gpt-4o-20241120-pocketgroq,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,UrbanGPT,,UrbanGPT,repo2run-gpt-4o-20241120-urbangpt,projects-repo2run/UrbanGPT/.pheragent/runs/repo2run-gpt-4o-20241120-urbangpt,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,flash-diffusion,,flash-diffusion,repo2run-gpt-4o-20241120-flash-diffusion,projects-repo2run/flash-diffusion/.pheragent/runs/repo2run-gpt-4o-20241120-flash-diffusion,False,failed,True,30-project-dependencies,python_dependency_resolution,project-dependencies,block failed: 30-project-dependencies,block failed: 30-project-dependencies,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,tangermeme,,tangermeme,repo2run-gpt-4o-20241120-tangermeme,projects-repo2run/tangermeme/.pheragent/runs/repo2run-gpt-4o-20241120-tangermeme,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,pypalettes,,pypalettes,repo2run-gpt-4o-20241120-pypalettes,projects-repo2run/pypalettes/.pheragent/runs/repo2run-gpt-4o-20241120-pypalettes,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,agent-zero,,agent-zero,repo2run-gpt-4o-20241120-agent-zero,projects-repo2run/agent-zero/.pheragent/runs/repo2run-gpt-4o-20241120-agent-zero,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,GiT,,GiT,repo2run-gpt-4o-20241120-git,projects-repo2run/GiT/.pheragent/runs/repo2run-gpt-4o-20241120-git,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,AdvancedLivePortrait-WebUI,,AdvancedLivePortrait-WebUI,repo2run-gpt-4o-20241120-advancedliveportrait-webui,projects-repo2run/AdvancedLivePortrait-WebUI/.pheragent/runs/repo2run-gpt-4o-20241120-advancedliveportrait-webui,False,failed,True,30-python-deps,docker_or_container_runtime,container_runtime,"docker run failed: Unable to find image 'pheragent:repo2run-gpt-4o-20241120-advancedliveportrait-webui-87659b06d401-003-20-python-runtime-success' locally docker: Error response from daemon: pull access denied for pheragent, repository does not exist or may require 'docker log...","docker run failed: Unable to find image 'pheragent:repo2run-gpt-4o-20241120-advancedliveportrait-webui-87659b06d401-003-20-python-runtime-success' locally docker: Error response from daemon: pull access denied for pheragent, repository does not exist or may require 'docker login': denied: requested access to the resource is denied Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,HiGPT,,HiGPT,repo2run-gpt-4o-20241120-higpt,projects-repo2run/HiGPT/.pheragent/runs/repo2run-gpt-4o-20241120-higpt,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,yomitoku,,yomitoku,repo2run-gpt-4o-20241120-yomitoku,projects-repo2run/yomitoku/.pheragent/runs/repo2run-gpt-4o-20241120-yomitoku,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,TensorHue,,TensorHue,repo2run-gpt-4o-20241120-tensorhue,projects-repo2run/TensorHue/.pheragent/runs/repo2run-gpt-4o-20241120-tensorhue,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,felafax,,felafax,repo2run-gpt-4o-20241120-felafax,projects-repo2run/felafax/.pheragent/runs/repo2run-gpt-4o-20241120-felafax,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,llumnix,,llumnix,repo2run-gpt-4o-20241120-llumnix,projects-repo2run/llumnix/.pheragent/runs/repo2run-gpt-4o-20241120-llumnix,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,fastfit,,fastfit,repo2run-gpt-4o-20241120-fastfit,projects-repo2run/fastfit/.pheragent/runs/repo2run-gpt-4o-20241120-fastfit,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,horus,,horus,repo2run-gpt-4o-20241120-horus,projects-repo2run/horus/.pheragent/runs/repo2run-gpt-4o-20241120-horus,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,FuzzTypes,,FuzzTypes,repo2run-gpt-4o-20241120-fuzztypes,projects-repo2run/FuzzTypes/.pheragent/runs/repo2run-gpt-4o-20241120-fuzztypes,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,torch-conv-kan,,torch-conv-kan,repo2run-gpt-4o-20241120-torch-conv-kan,projects-repo2run/torch-conv-kan/.pheragent/runs/repo2run-gpt-4o-20241120-torch-conv-kan,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,AlphaCodium,,AlphaCodium,repo2run-gpt-4o-20241120-alphacodium,projects-repo2run/AlphaCodium/.pheragent/runs/repo2run-gpt-4o-20241120-alphacodium,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,beaverhabits,,beaverhabits,repo2run-gpt-4o-20241120-beaverhabits,projects-repo2run/beaverhabits/.pheragent/runs/repo2run-gpt-4o-20241120-beaverhabits,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,LazyLLM,,LazyLLM,repo2run-gpt-4o-20241120-lazyllm,projects-repo2run/LazyLLM/.pheragent/runs/repo2run-gpt-4o-20241120-lazyllm,False,failed,True,,llm_or_repair_generation,llm_response_or_connection,LLM planner request failed: Connection error.,LLM planner request failed: Connection error.,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,Yuan2.0-M32,,Yuan2.0-M32,repo2run-gpt-4o-20241120-yuan2-0-m32,projects-repo2run/Yuan2.0-M32/.pheragent/runs/repo2run-gpt-4o-20241120-yuan2-0-m32,False,failed,True,50-test-tooling,test_tooling_or_collection,test-tooling,block failed: 50-test-tooling,block failed: 50-test-tooling,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,ClaudeSync,,ClaudeSync,repo2run-gpt-4o-20241120-claudesync,projects-repo2run/ClaudeSync/.pheragent/runs/repo2run-gpt-4o-20241120-claudesync,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,Speech-AI-Forge,,Speech-AI-Forge,repo2run-gpt-4o-20241120-speech-ai-forge,projects-repo2run/Speech-AI-Forge/.pheragent/runs/repo2run-gpt-4o-20241120-speech-ai-forge,False,incomplete_missing_manifest,False,30-python-deps,incomplete_or_missing_trace,missing_manifest,manifest unavailable: missing_file,manifest unavailable: missing_file,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,thepipe,,thepipe,repo2run-gpt-4o-20241120-thepipe,projects-repo2run/thepipe/.pheragent/runs/repo2run-gpt-4o-20241120-thepipe,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,ExtractThinker,,ExtractThinker,repo2run-gpt-4o-20241120-extractthinker,projects-repo2run/ExtractThinker/.pheragent/runs/repo2run-gpt-4o-20241120-extractthinker,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,DeepSpeedFugaku,,DeepSpeedFugaku,repo2run-gpt-4o-20241120-deepspeedfugaku,projects-repo2run/DeepSpeedFugaku/.pheragent/runs/repo2run-gpt-4o-20241120-deepspeedfugaku,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,goose,,goose,repo2run-gpt-4o-20241120-goose,projects-repo2run/goose/.pheragent/runs/repo2run-gpt-4o-20241120-goose,False,failed,True,50-test-tooling,test_tooling_or_collection,test-tooling,block failed: 50-test-tooling,block failed: 50-test-tooling,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,droid_policy_learning,,droid_policy_learning,repo2run-gpt-4o-20241120-droid-policy-learning,projects-repo2run/droid_policy_learning/.pheragent/runs/repo2run-gpt-4o-20241120-droid-policy-learning,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,mflux,,mflux,repo2run-gpt-4o-20241120-mflux,projects-repo2run/mflux/.pheragent/runs/repo2run-gpt-4o-20241120-mflux,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,GraphRAG-SDK,,GraphRAG-SDK,repo2run-gpt-4o-20241120-graphrag-sdk,projects-repo2run/GraphRAG-SDK/.pheragent/runs/repo2run-gpt-4o-20241120-graphrag-sdk,False,failed,True,30-python-deps,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,datachain,,datachain,repo2run-gpt-4o-20241120-datachain,projects-repo2run/datachain/.pheragent/runs/repo2run-gpt-4o-20241120-datachain,False,failed,True,30-python-deps,docker_or_container_runtime,container_runtime,"docker run failed: Unable to find image 'pheragent:repo2run-gpt-4o-20241120-datachain-7279842e275b-003-20-python-runtime-success' locally docker: Error response from daemon: pull access denied for pheragent, repository does not exist or may require 'docker login': denied: requ...","docker run failed: Unable to find image 'pheragent:repo2run-gpt-4o-20241120-datachain-7279842e275b-003-20-python-runtime-success' locally docker: Error response from daemon: pull access denied for pheragent, repository does not exist or may require 'docker login': denied: requested access to the resource is denied Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,CodeFuse-muAgent,,CodeFuse-muAgent,repo2run-gpt-4o-20241120-codefuse-muagent,projects-repo2run/CodeFuse-muAgent/.pheragent/runs/repo2run-gpt-4o-20241120-codefuse-muagent,False,incomplete_missing_manifest,False,50-test-tooling,incomplete_or_missing_trace,missing_manifest,manifest unavailable: missing_file,manifest unavailable: missing_file,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,hydra,,hydra,repo2run-gpt-4o-20241120-hydra,projects-repo2run/hydra/.pheragent/runs/repo2run-gpt-4o-20241120-hydra,False,failed,True,30-python-dependencies,python_dependency_resolution,python-dependencies,block failed: 30-python-dependencies,block failed: 30-python-dependencies,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,seismometer,,seismometer,repo2run-gpt-4o-20241120-seismometer,projects-repo2run/seismometer/.pheragent/runs/repo2run-gpt-4o-20241120-seismometer,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,hng_boilerplate_python_fastapi_web,,hng_boilerplate_python_fastapi_web,repo2run-gpt-4o-20241120-hng-boilerplate-python-fastapi-web,projects-repo2run/hng_boilerplate_python_fastapi_web/.pheragent/runs/repo2run-gpt-4o-20241120-hng-boilerplate-python-fastapi-web,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,hailo-rpi5-examples,,hailo-rpi5-examples,repo2run-gpt-4o-20241120-hailo-rpi5-examples,projects-repo2run/hailo-rpi5-examples/.pheragent/runs/repo2run-gpt-4o-20241120-hailo-rpi5-examples,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
/sdb-disk/lix/love/pheragent/projects-repo2run,AlphaCodium,,AlphaCodium,repo2run-alphacodium,/sdb-disk/lix/love/pheragent/projects-repo2run/AlphaCodium/.pheragent/runs/repo2run-alphacodium,False,failed,True,02-language-deps,python_dependency_resolution,language-deps,rements-sanitized/requirements.txt (line 18)) Downloading msrest-0.7.1-py3-none-any.whl.metadata (21 kB) Collecting openai (from -r /tmp/pheragent-requirements-sanitized/requirements.txt (line 20)) Downloading openai-2.43.0-py3-none-any.whl.metadata (32 kB) Collecting litellm...,rements-sanitized/requirements.txt (line 18)) Downloading msrest-0.7.1-py3-none-any.whl.metadata (21 kB) Collecting openai (from -r /tmp/pheragent-requirements-sanitized/requirements.txt (line 20)) Downloading openai-2.43.0-py3-none-any.whl.metadata (32 kB) Collecting litellm (from -r /tmp/pheragent-requirements-sanitized/requirements.txt (line 21)) Downloading litellm-1.89.2-py3-none-any.whl.metadata (34 kB) Collecting duckdb==0.9.2 (from -r /tmp/pheragent-requirements-sanitized/requirements.txt (line 22)) Downloading duckdb-0.9.2.tar.gz (10.7 MB) ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 10.7/10.7 MB 5.1 MB/s 0:00:02 Installing build dependencies: started Installing build dependencies: f...,external manifest ok/error; failed rows supplemented from matching blocks/<block>.json last_error
/sdb-disk/lix/love/pheragent/projects-repo2run,Bora,,Bora,repo2run-bora,/sdb-disk/lix/love/pheragent/projects-repo2run/Bora/.pheragent/runs/repo2run-bora,False,failed,True,,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,external manifest ok/error; failed rows supplemented from matching blocks/<block>.json last_error
/sdb-disk/lix/love/pheragent/projects-repo2run,ComfyUI-DeepFuze,,ComfyUI-DeepFuze,repo2run-comfyui-deepfuze,/sdb-disk/lix/love/pheragent/projects-repo2run/ComfyUI-DeepFuze/.pheragent/runs/repo2run-comfyui-deepfuze,False,failed,True,01-system-deps,system_package_installation,system-deps,] Ign:12 http://archive.ubuntu.com/ubuntu noble-backports/main amd64 Packages Get:9 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages [1656 kB] Ign:9 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages Get:10 http://archive.ubuntu.com/ub...,] Ign:12 http://archive.ubuntu.com/ubuntu noble-backports/main amd64 Packages Get:9 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages [1656 kB] Ign:9 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages Get:10 http://archive.ubuntu.com/ubuntu noble-updates/main amd64 Packages [1031 kB] Ign:10 http://archive.ubuntu.com/ubuntu noble-updates/main amd64 Packages Get:12 http://archive.ubuntu.com/ubuntu noble-backports/main amd64 Packages [40.6 kB] Ign:12 http://archive.ubuntu.com/ubuntu noble-backports/main amd64 Packages Get:9 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages [1656 kB] Ign:9 http://archive.ubuntu.com/ubuntu noble-upd...,external manifest ok/error; failed rows supplemented from matching blocks/<block>.json last_error
/sdb-disk/lix/love/pheragent/projects-repo2run,FasterLivePortrait,,FasterLivePortrait,repo2run-fasterliveportrait,/sdb-disk/lix/love/pheragent/projects-repo2run/FasterLivePortrait/.pheragent/runs/repo2run-fasterliveportrait,False,failed,True,02-python-deps,python_runtime_or_venv,venv_or_pip_or_tempdir,sh: 1: cannot create /tmp/pheragent-requirements-sanitized/requirements.txt: Directory nonexistent,sh: 1: cannot create /tmp/pheragent-requirements-sanitized/requirements.txt: Directory nonexistent,external manifest ok/error; failed rows supplemented from matching blocks/<block>.json last_error
