case_index,source_dir,trajectory_source_kind,project_slug,repo_dir_name,owner_repo,commit_version,case_key,project_dir,run_id,run_dir,manifest_path,context_path,executions_path,manifest_present,ok,project_attempt_count,project_log_count,total_repair_attempts,block_count,failed_block_count,first_failed_block,trajectory_classification,project_attempt_classification,not_one_shot_trajectory,not_one_shot_project_attempt,manifest_error,final_image,rollback_classification,block_count_analyzed,adjacent_rollback_count,non_adjacent_rollback_count,base_workspace_count,unknown_checkpoint_count,first_non_adjacent_block,first_non_adjacent_block_order,first_non_adjacent_target_block,first_non_adjacent_target_order,first_non_adjacent_skipped_blocks,rollback_edges
148,projects-repo2run,project_pheragent_run,gpustack,gpustack,,,gpustack,projects-repo2run/gpustack,repo2run-gpt-4o-20241120-gpustack,projects-repo2run/gpustack/.pheragent/runs/repo2run-gpt-4o-20241120-gpustack,projects-repo2run/gpustack/.pheragent/runs/repo2run-gpt-4o-20241120-gpustack/manifest.json,projects-repo2run/gpustack/.pheragent/runs/repo2run-gpt-4o-20241120-gpustack/context.json,projects-repo2run/gpustack/.pheragent/runs/repo2run-gpt-4o-20241120-gpustack/executions.jsonl,True,False,1,1,12,4,2,30-project-dependencies,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-project-dependencies,pheragent:repo2run-gpt-4o-20241120-gpustack-7bdd66070169-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-project-dependencies:previous
149,projects-repo2run,project_pheragent_run,search-agents,search-agents,,,search-agents,projects-repo2run/search-agents,repo2run-gpt-4o-20241120-search-agents,projects-repo2run/search-agents/.pheragent/runs/repo2run-gpt-4o-20241120-search-agents,projects-repo2run/search-agents/.pheragent/runs/repo2run-gpt-4o-20241120-search-agents/manifest.json,projects-repo2run/search-agents/.pheragent/runs/repo2run-gpt-4o-20241120-search-agents/context.json,projects-repo2run/search-agents/.pheragent/runs/repo2run-gpt-4o-20241120-search-agents/executions.jsonl,True,False,1,1,4,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-search-agents-7c111c38187e-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
150,projects-repo2run,project_pheragent_run,tkeasygui-python,tkeasygui-python,,,tkeasygui-python,projects-repo2run/tkeasygui-python,repo2run-gpt-4o-20241120-tkeasygui-python,projects-repo2run/tkeasygui-python/.pheragent/runs/repo2run-gpt-4o-20241120-tkeasygui-python,projects-repo2run/tkeasygui-python/.pheragent/runs/repo2run-gpt-4o-20241120-tkeasygui-python/manifest.json,projects-repo2run/tkeasygui-python/.pheragent/runs/repo2run-gpt-4o-20241120-tkeasygui-python/context.json,projects-repo2run/tkeasygui-python/.pheragent/runs/repo2run-gpt-4o-20241120-tkeasygui-python/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-tkeasygui-python-1ea6f65cef6c-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
151,projects-repo2run,project_pheragent_run,TrustRAG,TrustRAG,,,TrustRAG,projects-repo2run/TrustRAG,repo2run-gpt-4o-20241120-trustrag,projects-repo2run/TrustRAG/.pheragent/runs/repo2run-gpt-4o-20241120-trustrag,projects-repo2run/TrustRAG/.pheragent/runs/repo2run-gpt-4o-20241120-trustrag/manifest.json,projects-repo2run/TrustRAG/.pheragent/runs/repo2run-gpt-4o-20241120-trustrag/context.json,projects-repo2run/TrustRAG/.pheragent/runs/repo2run-gpt-4o-20241120-trustrag/executions.jsonl,True,False,1,1,3,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-trustrag-5d73417cc67d-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
152,projects-repo2run,project_pheragent_run,fastapi-cli,fastapi-cli,,,fastapi-cli,projects-repo2run/fastapi-cli,repo2run-gpt-4o-20241120-fastapi-cli,projects-repo2run/fastapi-cli/.pheragent/runs/repo2run-gpt-4o-20241120-fastapi-cli,projects-repo2run/fastapi-cli/.pheragent/runs/repo2run-gpt-4o-20241120-fastapi-cli/manifest.json,projects-repo2run/fastapi-cli/.pheragent/runs/repo2run-gpt-4o-20241120-fastapi-cli/context.json,projects-repo2run/fastapi-cli/.pheragent/runs/repo2run-gpt-4o-20241120-fastapi-cli/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-fastapi-cli-5230410ac806-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
153,projects-repo2run,project_pheragent_run,stream-vc,stream-vc,,,stream-vc,projects-repo2run/stream-vc,repo2run-gpt-4o-20241120-stream-vc,projects-repo2run/stream-vc/.pheragent/runs/repo2run-gpt-4o-20241120-stream-vc,projects-repo2run/stream-vc/.pheragent/runs/repo2run-gpt-4o-20241120-stream-vc/manifest.json,projects-repo2run/stream-vc/.pheragent/runs/repo2run-gpt-4o-20241120-stream-vc/context.json,projects-repo2run/stream-vc/.pheragent/runs/repo2run-gpt-4o-20241120-stream-vc/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-stream-vc-3a1bfb7a611a-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
154,projects-repo2run,project_pheragent_run,access,access,,,access,projects-repo2run/access,repo2run-gpt-4o-20241120-access,projects-repo2run/access/.pheragent/runs/repo2run-gpt-4o-20241120-access,projects-repo2run/access/.pheragent/runs/repo2run-gpt-4o-20241120-access/manifest.json,projects-repo2run/access/.pheragent/runs/repo2run-gpt-4o-20241120-access/context.json,projects-repo2run/access/.pheragent/runs/repo2run-gpt-4o-20241120-access/executions.jsonl,True,False,1,1,0,7,3,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-access-1a5eec1a41ef-005-21-node-runtime-success,previous_block_only_rollback,7,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->21-node-runtime:previous | 21-node-runtime->30-python-deps:previous
155,projects-repo2run,project_pheragent_run,dsRAG,dsRAG,,,dsRAG,projects-repo2run/dsRAG,repo2run-gpt-4o-20241120-dsrag,projects-repo2run/dsRAG/.pheragent/runs/repo2run-gpt-4o-20241120-dsrag,projects-repo2run/dsRAG/.pheragent/runs/repo2run-gpt-4o-20241120-dsrag/manifest.json,projects-repo2run/dsRAG/.pheragent/runs/repo2run-gpt-4o-20241120-dsrag/context.json,projects-repo2run/dsRAG/.pheragent/runs/repo2run-gpt-4o-20241120-dsrag/executions.jsonl,True,False,1,1,2,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-dsrag-40a760384fdf-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
156,projects-repo2run,project_pheragent_run,LKAN,LKAN,,,LKAN,projects-repo2run/LKAN,repo2run-gpt-4o-20241120-lkan,projects-repo2run/LKAN/.pheragent/runs/repo2run-gpt-4o-20241120-lkan,projects-repo2run/LKAN/.pheragent/runs/repo2run-gpt-4o-20241120-lkan/manifest.json,projects-repo2run/LKAN/.pheragent/runs/repo2run-gpt-4o-20241120-lkan/context.json,projects-repo2run/LKAN/.pheragent/runs/repo2run-gpt-4o-20241120-lkan/executions.jsonl,True,False,1,1,6,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-lkan-9249c54faf32-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
157,projects-repo2run,project_pheragent_run,pi-nexus-autonomous-banking-network,pi-nexus-autonomous-banking-network,,,pi-nexus-autonomous-banking-network,projects-repo2run/pi-nexus-autonomous-banking-network,repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network,projects-repo2run/pi-nexus-autonomous-banking-network/.pheragent/runs/repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network,projects-repo2run/pi-nexus-autonomous-banking-network/.pheragent/runs/repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network/manifest.json,projects-repo2run/pi-nexus-autonomous-banking-network/.pheragent/runs/repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network/context.json,projects-repo2run/pi-nexus-autonomous-banking-network/.pheragent/runs/repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network/executions.jsonl,True,False,1,1,1,7,3,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network-654e7b29025c-005-21-node-runtime-success,previous_block_only_rollback,7,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->21-node-runtime:previous | 21-node-runtime->30-python-deps:previous
158,projects-repo2run,project_pheragent_run,TransOPT,TransOPT,,,TransOPT,projects-repo2run/TransOPT,repo2run-gpt-4o-20241120-transopt,projects-repo2run/TransOPT/.pheragent/runs/repo2run-gpt-4o-20241120-transopt,projects-repo2run/TransOPT/.pheragent/runs/repo2run-gpt-4o-20241120-transopt/manifest.json,projects-repo2run/TransOPT/.pheragent/runs/repo2run-gpt-4o-20241120-transopt/context.json,projects-repo2run/TransOPT/.pheragent/runs/repo2run-gpt-4o-20241120-transopt/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-transopt-5a25d0ff7435-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
159,projects-repo2run,project_pheragent_run,mamba-tabular,mamba-tabular,,,mamba-tabular,projects-repo2run/mamba-tabular,repo2run-gpt-4o-20241120-mamba-tabular,projects-repo2run/mamba-tabular/.pheragent/runs/repo2run-gpt-4o-20241120-mamba-tabular,projects-repo2run/mamba-tabular/.pheragent/runs/repo2run-gpt-4o-20241120-mamba-tabular/manifest.json,projects-repo2run/mamba-tabular/.pheragent/runs/repo2run-gpt-4o-20241120-mamba-tabular/context.json,projects-repo2run/mamba-tabular/.pheragent/runs/repo2run-gpt-4o-20241120-mamba-tabular/executions.jsonl,True,False,1,1,4,4,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent:repo2run-gpt-4o-20241120-mamba-tabular-73ee7a71d9d5-005-30-python-deps-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
160,projects-repo2run,project_pheragent_run,nerf-on-the-go,nerf-on-the-go,,,nerf-on-the-go,projects-repo2run/nerf-on-the-go,repo2run-gpt-4o-20241120-nerf-on-the-go,projects-repo2run/nerf-on-the-go/.pheragent/runs/repo2run-gpt-4o-20241120-nerf-on-the-go,projects-repo2run/nerf-on-the-go/.pheragent/runs/repo2run-gpt-4o-20241120-nerf-on-the-go/manifest.json,projects-repo2run/nerf-on-the-go/.pheragent/runs/repo2run-gpt-4o-20241120-nerf-on-the-go/context.json,projects-repo2run/nerf-on-the-go/.pheragent/runs/repo2run-gpt-4o-20241120-nerf-on-the-go/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-nerf-on-the-go-a476460479b7-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
161,projects-repo2run,project_pheragent_run,ComfyUI_omost,ComfyUI_omost,,,ComfyUI_omost,projects-repo2run/ComfyUI_omost,repo2run-gpt-4o-20241120-comfyui-omost,projects-repo2run/ComfyUI_omost/.pheragent/runs/repo2run-gpt-4o-20241120-comfyui-omost,projects-repo2run/ComfyUI_omost/.pheragent/runs/repo2run-gpt-4o-20241120-comfyui-omost/manifest.json,projects-repo2run/ComfyUI_omost/.pheragent/runs/repo2run-gpt-4o-20241120-comfyui-omost/context.json,projects-repo2run/ComfyUI_omost/.pheragent/runs/repo2run-gpt-4o-20241120-comfyui-omost/executions.jsonl,True,False,1,1,7,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-comfyui-omost-35b304f63ff2-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
162,projects-repo2run,project_pheragent_run,n-levels-of-rag,n-levels-of-rag,,,n-levels-of-rag,projects-repo2run/n-levels-of-rag,repo2run-gpt-4o-20241120-n-levels-of-rag,projects-repo2run/n-levels-of-rag/.pheragent/runs/repo2run-gpt-4o-20241120-n-levels-of-rag,projects-repo2run/n-levels-of-rag/.pheragent/runs/repo2run-gpt-4o-20241120-n-levels-of-rag/manifest.json,projects-repo2run/n-levels-of-rag/.pheragent/runs/repo2run-gpt-4o-20241120-n-levels-of-rag/context.json,projects-repo2run/n-levels-of-rag/.pheragent/runs/repo2run-gpt-4o-20241120-n-levels-of-rag/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-n-levels-of-rag-49929ae03dd9-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
163,projects-repo2run,project_pheragent_run,Open-Sora,Open-Sora,,,Open-Sora,projects-repo2run/Open-Sora,repo2run-gpt-4o-20241120-open-sora,projects-repo2run/Open-Sora/.pheragent/runs/repo2run-gpt-4o-20241120-open-sora,projects-repo2run/Open-Sora/.pheragent/runs/repo2run-gpt-4o-20241120-open-sora/manifest.json,projects-repo2run/Open-Sora/.pheragent/runs/repo2run-gpt-4o-20241120-open-sora/context.json,projects-repo2run/Open-Sora/.pheragent/runs/repo2run-gpt-4o-20241120-open-sora/executions.jsonl,True,False,1,1,2,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-open-sora-2cf3f5c67c7c-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
164,projects-repo2run,project_pheragent_run,fms-fsdp,fms-fsdp,,,fms-fsdp,projects-repo2run/fms-fsdp,repo2run-gpt-4o-20241120-fms-fsdp,projects-repo2run/fms-fsdp/.pheragent/runs/repo2run-gpt-4o-20241120-fms-fsdp,projects-repo2run/fms-fsdp/.pheragent/runs/repo2run-gpt-4o-20241120-fms-fsdp/manifest.json,projects-repo2run/fms-fsdp/.pheragent/runs/repo2run-gpt-4o-20241120-fms-fsdp/context.json,projects-repo2run/fms-fsdp/.pheragent/runs/repo2run-gpt-4o-20241120-fms-fsdp/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-fms-fsdp-0020e2fcec62-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
165,projects-repo2run,project_pheragent_run,digital-cousins,digital-cousins,,,digital-cousins,projects-repo2run/digital-cousins,repo2run-gpt-4o-20241120-digital-cousins,projects-repo2run/digital-cousins/.pheragent/runs/repo2run-gpt-4o-20241120-digital-cousins,projects-repo2run/digital-cousins/.pheragent/runs/repo2run-gpt-4o-20241120-digital-cousins/manifest.json,projects-repo2run/digital-cousins/.pheragent/runs/repo2run-gpt-4o-20241120-digital-cousins/context.json,projects-repo2run/digital-cousins/.pheragent/runs/repo2run-gpt-4o-20241120-digital-cousins/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-digital-cousins-cc9ed61b441f-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
166,projects-repo2run,project_pheragent_run,ragbuilder,ragbuilder,,,ragbuilder,projects-repo2run/ragbuilder,repo2run-gpt-4o-20241120-ragbuilder,projects-repo2run/ragbuilder/.pheragent/runs/repo2run-gpt-4o-20241120-ragbuilder,projects-repo2run/ragbuilder/.pheragent/runs/repo2run-gpt-4o-20241120-ragbuilder/manifest.json,projects-repo2run/ragbuilder/.pheragent/runs/repo2run-gpt-4o-20241120-ragbuilder/context.json,projects-repo2run/ragbuilder/.pheragent/runs/repo2run-gpt-4o-20241120-ragbuilder/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-ragbuilder-45705694841a-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
167,projects-repo2run,project_pheragent_run,pocketgroq,pocketgroq,,,pocketgroq,projects-repo2run/pocketgroq,repo2run-gpt-4o-20241120-pocketgroq,projects-repo2run/pocketgroq/.pheragent/runs/repo2run-gpt-4o-20241120-pocketgroq,projects-repo2run/pocketgroq/.pheragent/runs/repo2run-gpt-4o-20241120-pocketgroq/manifest.json,projects-repo2run/pocketgroq/.pheragent/runs/repo2run-gpt-4o-20241120-pocketgroq/context.json,projects-repo2run/pocketgroq/.pheragent/runs/repo2run-gpt-4o-20241120-pocketgroq/executions.jsonl,True,False,1,1,8,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-pocketgroq-d9c80655b25a-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
168,projects-repo2run,project_pheragent_run,UrbanGPT,UrbanGPT,,,UrbanGPT,projects-repo2run/UrbanGPT,repo2run-gpt-4o-20241120-urbangpt,projects-repo2run/UrbanGPT/.pheragent/runs/repo2run-gpt-4o-20241120-urbangpt,projects-repo2run/UrbanGPT/.pheragent/runs/repo2run-gpt-4o-20241120-urbangpt/manifest.json,projects-repo2run/UrbanGPT/.pheragent/runs/repo2run-gpt-4o-20241120-urbangpt/context.json,projects-repo2run/UrbanGPT/.pheragent/runs/repo2run-gpt-4o-20241120-urbangpt/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-urbangpt-0c5b3ffd9fee-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
169,projects-repo2run,project_pheragent_run,flash-diffusion,flash-diffusion,,,flash-diffusion,projects-repo2run/flash-diffusion,repo2run-gpt-4o-20241120-flash-diffusion,projects-repo2run/flash-diffusion/.pheragent/runs/repo2run-gpt-4o-20241120-flash-diffusion,projects-repo2run/flash-diffusion/.pheragent/runs/repo2run-gpt-4o-20241120-flash-diffusion/manifest.json,projects-repo2run/flash-diffusion/.pheragent/runs/repo2run-gpt-4o-20241120-flash-diffusion/context.json,projects-repo2run/flash-diffusion/.pheragent/runs/repo2run-gpt-4o-20241120-flash-diffusion/executions.jsonl,True,False,1,1,9,5,2,30-project-dependencies,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-project-dependencies,pheragent:repo2run-gpt-4o-20241120-flash-diffusion-585aad55114e-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-project-dependencies:previous
170,projects-repo2run,project_pheragent_run,tangermeme,tangermeme,,,tangermeme,projects-repo2run/tangermeme,repo2run-gpt-4o-20241120-tangermeme,projects-repo2run/tangermeme/.pheragent/runs/repo2run-gpt-4o-20241120-tangermeme,projects-repo2run/tangermeme/.pheragent/runs/repo2run-gpt-4o-20241120-tangermeme/manifest.json,projects-repo2run/tangermeme/.pheragent/runs/repo2run-gpt-4o-20241120-tangermeme/context.json,projects-repo2run/tangermeme/.pheragent/runs/repo2run-gpt-4o-20241120-tangermeme/executions.jsonl,True,False,1,1,2,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-tangermeme-9bc2e243b3b9-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
171,projects-repo2run,project_pheragent_run,pypalettes,pypalettes,,,pypalettes,projects-repo2run/pypalettes,repo2run-gpt-4o-20241120-pypalettes,projects-repo2run/pypalettes/.pheragent/runs/repo2run-gpt-4o-20241120-pypalettes,projects-repo2run/pypalettes/.pheragent/runs/repo2run-gpt-4o-20241120-pypalettes/manifest.json,projects-repo2run/pypalettes/.pheragent/runs/repo2run-gpt-4o-20241120-pypalettes/context.json,projects-repo2run/pypalettes/.pheragent/runs/repo2run-gpt-4o-20241120-pypalettes/executions.jsonl,True,False,1,1,6,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-pypalettes-d74b6db418e2-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
172,projects-repo2run,project_pheragent_run,agent-zero,agent-zero,,,agent-zero,projects-repo2run/agent-zero,repo2run-gpt-4o-20241120-agent-zero,projects-repo2run/agent-zero/.pheragent/runs/repo2run-gpt-4o-20241120-agent-zero,projects-repo2run/agent-zero/.pheragent/runs/repo2run-gpt-4o-20241120-agent-zero/manifest.json,projects-repo2run/agent-zero/.pheragent/runs/repo2run-gpt-4o-20241120-agent-zero/context.json,projects-repo2run/agent-zero/.pheragent/runs/repo2run-gpt-4o-20241120-agent-zero/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-agent-zero-56c520a175c0-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
173,projects-repo2run,project_pheragent_run,GiT,GiT,,,GiT,projects-repo2run/GiT,repo2run-gpt-4o-20241120-git,projects-repo2run/GiT/.pheragent/runs/repo2run-gpt-4o-20241120-git,projects-repo2run/GiT/.pheragent/runs/repo2run-gpt-4o-20241120-git/manifest.json,projects-repo2run/GiT/.pheragent/runs/repo2run-gpt-4o-20241120-git/context.json,projects-repo2run/GiT/.pheragent/runs/repo2run-gpt-4o-20241120-git/executions.jsonl,True,False,1,1,4,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-git-e8d27109adbf-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
174,projects-repo2run,project_pheragent_run,AdvancedLivePortrait-WebUI,AdvancedLivePortrait-WebUI,,,AdvancedLivePortrait-WebUI,projects-repo2run/AdvancedLivePortrait-WebUI,repo2run-gpt-4o-20241120-advancedliveportrait-webui,projects-repo2run/AdvancedLivePortrait-WebUI/.pheragent/runs/repo2run-gpt-4o-20241120-advancedliveportrait-webui,projects-repo2run/AdvancedLivePortrait-WebUI/.pheragent/runs/repo2run-gpt-4o-20241120-advancedliveportrait-webui/manifest.json,projects-repo2run/AdvancedLivePortrait-WebUI/.pheragent/runs/repo2run-gpt-4o-20241120-advancedliveportrait-webui/context.json,projects-repo2run/AdvancedLivePortrait-WebUI/.pheragent/runs/repo2run-gpt-4o-20241120-advancedliveportrait-webui/executions.jsonl,True,False,1,1,12,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,"docker run failed: Unable to find image 'pheragent:repo2run-gpt-4o-20241120-advancedliveportrait-webui-87659b06d401-003-20-python-runtime-success' locally docker: Error response from daemon: pull access denied for pheragent, repository does not exist or may require 'docker login': denied: requested access to the resource is denied Run 'docker run --help' for more information",pheragent:repo2run-gpt-4o-20241120-advancedliveportrait-webui-87659b06d401-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
175,projects-repo2run,project_pheragent_run,HiGPT,HiGPT,,,HiGPT,projects-repo2run/HiGPT,repo2run-gpt-4o-20241120-higpt,projects-repo2run/HiGPT/.pheragent/runs/repo2run-gpt-4o-20241120-higpt,projects-repo2run/HiGPT/.pheragent/runs/repo2run-gpt-4o-20241120-higpt/manifest.json,projects-repo2run/HiGPT/.pheragent/runs/repo2run-gpt-4o-20241120-higpt/context.json,projects-repo2run/HiGPT/.pheragent/runs/repo2run-gpt-4o-20241120-higpt/executions.jsonl,True,False,1,1,3,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-higpt-405d02c9c030-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
